fighter_id,name,elo,fight_count
9c907996820d2d69,Jimmie Rivera,1047.625635406057,11
ba280572acfba13f,Matt Mitrione,1047.6146006331167,14
31123249b0bbf52e,Matt Brown,1047.5764489224866,30
c0ac37a4a1133da9,Marcus McGhee,1047.355773973592,5
d25240135aee03e5,Tabatha Ricci,1047.336691021148,11
3df5493bb279226f,Amanda Lemos,1047.2580206078749,15
d35298b6df168456,Talita Alencar,1047.1941541742547,5
fb3e61720be4690c,Mike Davis,1047.0620271535429,7
179f1948dc234f1f,Mark Munoz,1047.0279018418735,15
49d2a08964c5eb11,Nursulton Ruziboev,1047.020352777389,5
ee9ebceabfd16fa7,Kevin Lee,1046.9829898897597,19
ca28cdf526d6b6e9,Nurullo Aliev,1046.8094327082283,3
39d309957c5c210d,Mario Pinto,1046.7131910491169,3
7aa3d6964eff4877,Alex Caceres,1046.5464049984673,30
46c8ec317aff28ac,Patrick Smith,1046.467337430236,5
f1d64ae34e088832,Charles Jourdain,1046.4602402641322,17
e375cb5caf4717b6,Piera Rodriguez,1046.4247321552327,7
ec52462a1b41f714,Brett Johns,1046.3716454952687,7
8e5d953bdb9ae5e7,Loopy Godinez,1046.302594683439,15
cf9d24e4bd0cf2ce,Mark Bocek,1046.1918542649696,13
6fb1ba67bef41b37,Nik Lentz,1046.1669725714926,25
d0fd0d9ee560dae7,Brando Pericic,1046.1650173677713,3
0d5cc0170c1a7e71,Mick Parkin,1046.0371429364081,5
1e719d4b676dc19a,Brunno Ferreira,1046.0095509998878,9
d1feea7a4bdcd503,Baisangur Susurkaev,1045.9402744099807,3
262a7d06203657e6,Alexander Hernandez,1045.8380683099786,18
64facb6cc564262d,Punahele Soriano,1045.7709921825287,11
f5779a2303ed76ec,Valter Walker,1045.7337776796178,5
7478b7f959ba61f5,Elijah Smith,1045.6988824872244,3
6256b2b1562cb8e1,James Vick,1045.6865030589292,14
6c3b2525436cf5d4,Tom Nolan,1045.6471927846478,5
d66a46de8d705353,Jeremiah Wells,1045.5562018604057,7
0d65c432720accb9,Michal Oleksiejczuk,1045.3967313175851,18
85497ffd934ecf7e,Jacobe Smith,1045.368425829752,3
6a1901c62ab3870f,Jessica Andrade,1045.2841662829767,30
6d35bf94f7d30241,Amir Albazi,1045.1634352782844,7
2997e7fe3c9d3d4a,Wang Cong,1045.107018058033,5
e1d40e8782d80bc2,William Gomis,1045.09306468175,7
8c0580d4fff106c1,Kelvin Gastelum,1045.0221715720334,26
ff62013d2fce6d13,Nazim Sadykhov,1044.9093396440935,6
e2be0c1a9b886d92,MarQuel Mederos,1044.7417183257044,4
d549cefc7c54ab78,Reinier de Ridder,1044.6862128778728,6
0a1942069c9ad6b6,Jack Hermansson,1044.646786557164,19
578ef12674df1e6a,Irene Aldana,1044.4555525611063,14
008ea710276c9606,Jeff Molina,1044.3996432578392,3
853eb0dd5c0e2149,Kai Kara-France,1044.2285116721175,13
80daefbed11ce998,Alejandro Perez,1044.050520430679,13
ce1e867808ef5fce,Justin Willis,1043.856072935489,5
2558ae2e5671e318,Khaos Williams,1043.616063679269,11
6e15f63b6c2e2c15,Brandon Royval,1043.5654533868014,12
9d62c2d8ee151f08,Karine Silva,1043.4844078821334,7
31a13532e724ca2b,Stevie Ray,1043.4759833649514,11
4a28cb716c19157a,Stephen Thompson,1043.4330293213395,22
ac026518a9b4dc0f,Jordan Leavitt,1043.3337799503552,9
135d124172a0bea3,Damir Ismagulov,1043.0503315822484,7
8d11d9c13e2ccdf7,Muhammad Naimov,1042.8969528406167,7
d0314416a7f26527,Michael McDonald,1042.8542121943128,9
6e9f40c706f91f32,Nate Maness,1042.749485070888,7
50cc91ce2982785d,Ricco Rodriguez,1042.5302789093087,7
48d1f690b763934c,Chael Sonnen,1042.1930748333705,14
0fd5f4b838e890cc,Said Nurmagomedov,1041.9122594554146,11
3143bf892608139a,Yana Santos,1041.826906681393,12
93892752c5fc23ca,Jerry Bohlander,1041.7273538266197,7
65578a75fa7900e3,Uriah Hall,1041.4398394284867,19
cf65d56b0755ed3b,Alan Jouban,1041.4174496901085,13
473ce3aa581251a2,Dan Hardy,1041.3095479811348,10
946f341df6472ee0,Guy Mezger,1041.2874278924226,5
ae7fe94f117f98cf,Joaquim Silva,1041.2204771725562,11
f139d6836efd43dd,Yaroslav Amosov,1041.0406694609474,2
0232cabbc30a2372,Adrian Yanez,1040.947827147531,10
feedf3053472fe56,Charles Radtke,1040.9433342717114,7
d8c811df0386d5e8,Rinya Nakamura,1040.6990418034566,5
809bd1a871491508,Terrance McKinney,1040.4895918233285,13
113df4fde64735c6,Davey Grant,1040.3391790297674,16
7d96bc577e5178b2,Gray Maynard,1040.1651705866573,20
c8097968da5e5f13,Chris Wade,1040.0551710243838,7
